Category,Track_ID,Track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Soul,6xMyLk1IvSKX4DLvGVLxrA,Save Me,0.491,0.462,6.0,-7.686,1.0,0.0299,0.6459999999999999,0.0,0.1689999999999999,0.083,100.005
Soul,6a3wsapqvkBNTwOhgbsEP4,Save Me,0.402,0.718,2.0,-4.496,0.0,0.1119999999999999,0.292,0.0,0.211,0.2689999999999999,126.038
Soul,5DS3O5FZMwURalB1MARa0t,Save Me,0.628,0.4579999999999999,9.0,-10.094,0.0,0.0287,0.284,0.000347,0.296,0.556,114.999
Soul,1fPI3eHzW9kYjNrdP52Snv,Save Me,0.621,0.605,1.0,-9.069,1.0,0.171,0.25,0.0,0.0822,0.48,140.05
Soul,3zyUdRb8fB5S6UkXrD4o6O,Save Me,0.691,0.358,1.0,-8.292,1.0,0.0586,0.623,0.0,0.0779,0.615,76.009
Soul,44mXv1yyFEOEtMCpLu3A4u,Save Me,0.425,0.349,1.0,-6.965,1.0,0.0343,0.497,0.0,0.162,0.14,106.057
Soul,47AJA4geNelnpulvvfZjdn,Save Me,0.456,0.502,5.0,-7.692,0.0,0.0269,0.103,0.0072,0.0985,0.0952,109.517
Soul,5aYwpXwlvPTUwrldXUhD7z,Mood Indigo,0.5,0.0836,3.0,-14.775,1.0,0.0549,0.918,1.49e-05,0.107,0.24,83.12899999999999
Soul,1NAieXtqBJObttNVGba6O4,Mess Around,0.619,0.597,6.0,-5.202999999999999,0.0,0.145,0.0038799999999999,0.0,0.103,0.542,180.058
Soul,2P2IW4uHN1ZU4ufWYqkolo,Sorry Seems To Be The Hardest Word,0.662,0.435,2.0,-8.965,1.0,0.113,0.198,2.88e-06,0.118,0.166,122.101
Soul,6bd8E8LGX4ExpFJCQ1BTLv,Busted,0.369,0.487,6.0,-8.954,0.0,0.0328,0.667,0.0023899999999999,0.103,0.1119999999999999,119.32
Soul,2wPeczWZNzp8DYBpkOCIHt,America the Beautiful,0.86,0.261,5.0,-15.478,1.0,0.0787,0.534,1.01e-05,0.103,0.208,128.018
Soul,3Ncy5TLKiCqKOVO0WwBCHZ,Harlem,0.617,0.861,10.0,-7.736000000000001,0.0,0.0576,0.00485,0.0057399999999999,0.126,0.386,99.96
Soul,5CMzezh3c7fBjo63myn90H,Green Grass,0.797,0.26,11.0,-12.919,0.0,0.185,0.374,0.0001889999999999,0.286,0.395,77.033
Soul,2aIypBrTUf0uETgMpeVkJF,Wintertime,0.529,0.216,0.0,-11.675,1.0,0.044,0.8140000000000001,0.0248,0.1119999999999999,0.1989999999999999,183.272
Soul,3VmDcMvuk1NlxXFxY1gKub,I'd Rather,0.643,0.6509999999999999,2.0,-5.895,1.0,0.195,0.00187,0.0145,0.291,0.299,170.062
Soul,53VXinspPwjiHweMERQ8PD,Always and Forever,0.52,0.469,4.0,-8.126,1.0,0.0262,0.619,0.00129,0.09,0.3429999999999999,77.407
Soul,1boMn3dQs7cQCC9jdGym3n,Here and Now,0.449,0.755,2.0,-6.394,1.0,0.032,2.1600000000000003e-05,0.0037,0.138,0.391,104.924
Soul,0ZsWvJXGaHqKUHrvBjZxSy,Here and Now,0.546,0.313,1.0,-12.25,0.0,0.0307,0.8370000000000001,0.000591,0.111,0.159,145.835
Soul,3vYVl5ToxfwbTgr0ZqC1I7,Here and Now,0.544,0.4539999999999999,7.0,-7.987999999999999,1.0,0.0279,0.565,0.0,0.0587,0.176,75.137
Soul,33IXV9BKJyUJrIEoyAzNnh,Don't You Know That?,0.72,0.7809999999999999,0.0,-7.202999999999999,1.0,0.04,0.233,0.000196,0.172,0.612,91.956
Soul,2Zo9bXdFv9B0zKlWjDxHtM,A House Is Not a Home,0.53,0.347,0.0,-8.863999999999999,1.0,0.0313,0.426,1.32e-06,0.135,0.131,105.88
Soul,49wvp0zE6RvYuxUrCoHgl6,Think About You,0.8490000000000001,0.564,0.0,-5.858,1.0,0.0656,0.0453,0.000309,0.216,0.789,109.043
Soul,58JKzX1TXgOUsD1zeIrEaL,Think About You,0.498,0.653,5.0,-5.683,1.0,0.0623,0.748,0.0,0.23,0.597,179.916
Soul,4PKYreZMGwx0Sphd8eSdVl,Think About You,0.617,0.887,6.0,-3.507,1.0,0.0554,0.151,0.0,0.18,0.597,140.019
Soul,4663ji2gG1RIsqDlxrpSOS,Think About You,0.593,0.5920000000000001,10.0,-5.797999999999999,0.0,0.078,0.311,0.000319,0.108,0.325,150.097
Soul,3Kuu5vASpXK8oRsxOvau6P,Think About You,0.6729999999999999,0.596,10.0,-7.891,1.0,0.0354,0.166,0.0,0.11,0.19,123.969
Soul,1LNWY5DxLcCNmv70fENoxH,Bad Boy / Having a Party,0.57,0.7879999999999999,11.0,-6.216,0.0,0.0799,0.177,0.0,0.364,0.5539999999999999,120.071
Soul,21TSu8GMI1WnixDMd5L6ND,Promise Me,0.5379999999999999,0.87,7.0,-5.53,1.0,0.0342,2.7e-05,0.0,0.0903,0.481,109.993
Soul,5TU1cWjUGyVKjSnIIxRSEf,Promise Me,0.591,0.797,2.0,-4.675,0.0,0.0297,0.00462,1.3e-06,0.1369999999999999,0.351,104.014
Soul,5BTgy0YT2HNKbBbsoodIox,Promise Me,0.629,0.691,2.0,-5.6610000000000005,1.0,0.0522,0.26,0.0,0.109,0.24,110.038
Soul,3JQv6Qq9G8UER6bgGatR95,Evergreen,0.397,0.31,7.0,-9.607,1.0,0.0266,0.75,1.53e-05,0.0738,0.207,140.07
Soul,2Uxf36CwajOADOk9PjcGcE,Killing Me Softly,0.497,0.58,1.0,-6.462000000000001,1.0,0.0632,0.432,0.0,0.118,0.203,120.847
Soul,2R2NI9KYtleP8nQceFG2GW,Killing Me Softly,0.736,0.708,2.0,-4.877,1.0,0.0364,0.452,1.47e-05,0.0779,0.919,110.973
Pop,6K7gGdiXiKHTaA5M98uT1F,UNA BALA,0.649,0.539,11.0,-6.322,0.0,0.0395,0.658,0.0,0.123,0.544,95.994
Pop,5wjsJIUf6pdrwauPDae43o,El Jefe,0.771,0.661,4.0,-4.269,0.0,0.0533,0.227,0.0,0.143,0.964,74.995
Pop,6fNCrsrdIcgVd2aZZ0nnz4,Según Quién,0.909,0.762,9.0,-3.974,1.0,0.0643,0.434,0.0,0.0856,0.843,101.987
Pop,7xqF5MczPpjW4NLXF2CL88,SINCERAMENTE,0.847,0.755,10.0,-3.991,1.0,0.175,0.137,6.68e-05,0.108,0.664,98.011
Pop,2kz1YOhJiNubjigR1gB1VX,DILUVIO,0.845,0.795,9.0,-3.502,0.0,0.0681,0.343,1.78e-05,0.224,0.681,94.969
Pop,609E1JCInJncactoMmkDon,BESO,0.768,0.644,5.0,-6.671,0.0,0.136,0.736,0.000837,0.173,0.53,95.05
Pop,4OwhwvKESFtuu06dTgct7i,Tiroteo - Remix,0.75,0.522,9.0,-7.018,1.0,0.0293,0.282,0.0,0.0743,0.601,110.427
Pop,3oNnzH6hmqIGIhJ1NcHlrh,CORAZÓN VACÍO,0.681,0.792,1.0,-4.795,1.0,0.0587,0.334,2.05e-06,0.295,0.4,98.09
Pop,1zgTTXWby9R40Gj9rHgH8e,El Amor de Mi Vida,0.618,0.793,11.0,-4.013,0.0,0.0493,0.163,0.0,0.0822,0.688,88.01
Pop,0Dl34Kegtc0y0m0oPhQfiI,LA NENA DE ARGENTINA,0.531,0.58,5.0,-4.688,0.0,0.188,0.0984,0.000201,0.101,0.887,169.865
Pop,1Hs1uUl8o2VtDp1DABFq0O,Los del Espacio,0.813,0.682,0.0,-3.598,1.0,0.0402,0.107,0.0,0.108,0.634,120.011
Pop,2bNCiY24Eh4saMcc23bvUN,ADIÓS,0.747,0.765,9.0,-4.184,0.0,0.0547,0.374,4.66e-06,0.202,0.514,98.012
Pop,5FWQLEX0lavdxiWGBNkBQ4,Me Enteré,0.595,0.675,8.0,-3.814,1.0,0.108,0.121,1.24e-06,0.314,0.612,140.978
Pop,7kYbxvrGXv8cmKjkqgqhrw,La Triple T,0.801,0.633,11.0,-2.785,0.0,0.0777,0.414,0.0,0.27,0.676,92.025
Pop,1PAvhqefivTNdxZ4u8RT1d,Muñecas,0.681,0.711,10.0,-4.79,0.0,0.0846,0.0278,0.0,0.312,0.826,89.89
Pop,0rnZOspoTCAXfvAudOdRng,Te Pido,0.677,0.627,5.0,-4.097,1.0,0.0957,0.207,6.82e-06,0.102,0.7,187.933
Pop,4NkJeL16uUJJJFuZPvR1DC,DISCOTEKA,0.795,0.854,0.0,-5.462,1.0,0.0444,0.162,1.21e-06,0.0923,0.549,105.992
Pop,4rKQ8daoK0aklVptea8A9E,EL TONTO,0.801,0.801,0.0,-5.369,1.0,0.1,0.406,0.0,0.134,0.663,110.029
Pop,7JB29gnUowzSGRdIpeVqRQ,M.A - Remix,0.687,0.735,7.0,-5.326,1.0,0.0598,0.183,0.0,0.125,0.681,87.92
Pop,6oA2XNlyXtGl0y49bdwIoI,DE PLASTILINA,0.681,0.746,7.0,-5.41,1.0,0.0673,0.169,0.0,0.336,0.464,99.0
Pop,1uK5rDY3BnikyG0sl3tPpc,Marte,0.704,0.604,5.0,-5.254,1.0,0.0556,0.067,0.0,0.126,0.642,90.028
Pop,2IEhUsa1s1seGFAySt3zh7,COBARDE,0.838,0.729,9.0,-3.294,1.0,0.034,0.292,1.28e-06,0.0837,0.907,130.068
Pop,4AzTk75T9EQtHaGNWU3UY5,Mal de Amores,0.782,0.666,5.0,-5.085,1.0,0.0514,0.139,0.0,0.315,0.801,90.043
Pop,38K7p7vJm8rOGUBAZrEyW3,MILAMORES,0.587,0.509,5.0,-6.154,0.0,0.0527,0.268,0.0,0.11,0.216,166.981
Pop,4bFDvUCl0ZMQ6yHAUaSsF5,El Wey,0.781,0.823,0.0,-4.877,1.0,0.0341,0.106,3.08e-05,0.193,0.821,111.997
Pop,5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,0.826,0.773,11.0,-4.218,0.0,0.0524,0.323,0.0,0.143,0.761,126.899
Pop,1Ol5LmdNDNpFu1oNwfgkux,Tutu,0.727,0.838,9.0,-2.435,1.0,0.0472,0.297,0.0,0.0603,0.933,145.995
Pop,3eSJmGWqoBRx5wbFCtvPtz,Color Esperanza 2020,0.591,0.785,9.0,-7.768,1.0,0.161,0.161,0.0,0.126,0.785,106.002
Pop,0HD8mbiPjp3o94X3EaZp0o,exes,0.838,0.569,5.0,-6.324,0.0,0.0621,0.152,0.000136,0.102,0.551,136.965
Pop,7JUNheFeoB0wTzBcq9BvF8,ALL NIGHT,0.84,0.713,0.0,-5.619,1.0,0.0519,0.0632,1.04e-06,0.135,0.697,120.018
Pop,7dJYggqjKo71KI9sLzqCs8,Agora Hills,0.75,0.674,8.0,-6.128,0.0,0.097,0.228,8.91e-05,0.122,0.392,123.026
Pop,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),0.561,0.965,7.0,-3.673,0.0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04
Pop,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019
Pop,2EHVjRFRSsXQaHAsys74Us,Dancing On My Own - Tiësto Remix,0.637,0.602,1.0,-5.546,1.0,0.0346,0.0176,0.000179,0.0818,0.291,122.019
Pop,1kuGVB7EU95pJObxwvfwKS,vampire,0.511,0.532,5.0,-5.745,1.0,0.0578,0.177,0.0,0.291,0.35,138.005
Pop,43iIQbw5hx986dUEZbr3eN,From The Start,0.664,0.405,1.0,-7.413,1.0,0.08,0.877,0.000765,0.11,0.743,81.89
Pop,1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),0.596,0.658,0.0,-7.346,1.0,0.036,0.0504,0.0,0.127,0.176,100.012
Pop,0vaLp7HL1NjFLcEQ66bz8X,Even If It Kills Me,0.648,0.577,7.0,-6.216,1.0,0.0379,0.277,0.0,0.331,0.428,121.842
Pop,2niHo9G2lJz09Rt5tAFwTp,Crashland,0.635,0.77,0.0,-5.737,1.0,0.0412,0.301,5.05e-05,0.107,0.61,97.002
Pop,1UDFP4KgbKTu0XniQImZfq,Joni,0.667,0.301,9.0,-10.402,1.0,0.0421,0.828,1.22e-06,0.108,0.308,104.501
Pop,1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,0.552,0.702,9.0,-5.707,1.0,0.157,0.117,2.06e-05,0.105,0.564,169.994
Pop,2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,0.868,0.538,5.0,-8.603,1.0,0.174,0.269,3.34e-06,0.0901,0.732,99.968
Pop,1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,0.671,0.845,11.0,-4.93,0.0,0.048,0.0207,0.0,0.329,0.775,110.056
Pop,0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,0.525,0.621,7.0,-7.364,1.0,0.116,0.0489,0.0,0.294,0.591,191.9
Pop,3nAp4IvdMPPWEH9uuXFFV5,Underneath the Tree,0.509,0.812,8.0,-5.438,1.0,0.0537,0.0013,1.99e-05,0.214,0.689,159.876
Pop,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,0.336,0.627,7.0,-7.463,1.0,0.0384,0.164,0.0,0.0708,0.35,150.273
Pop,6wn2nmFn3wDuiMldRiuRuL,Last Christmas - Remastered,0.757,0.618,11.0,-7.964,0.0,0.0282,0.262,0.0,0.221,0.861,106.856
Pop,2FRnf9qhLbvw8fu4IBXx78,Last Christmas,0.735,0.478,2.0,-12.472,1.0,0.0293,0.189,2.48e-06,0.355,0.947,107.682
Pop,5a1iz510sv2W9Dt1MvFd5R,It's Beginning to Look a Lot like Christmas,0.339,0.214,4.0,-11.714,1.0,0.0375,0.908,7.47e-06,0.341,0.363,94.775
Pop,4ALkaFHbQZtJ5h1FigF2Ps,Do You Hear What I Hear?,0.408,0.633,0.0,-5.983,1.0,0.0273,0.301,0.0,0.105,0.289,98.064
Pop,7ecfZxGVN2PphzwOLd4GSQ,Winter Wonderland,0.591,0.426,11.0,-8.598,1.0,0.0311,0.821,0.0,0.124,0.758,74.874
Pop,0QXqoBRJ9tbw1AQ94rxfGn,Santamagic,0.749,0.325,10.0,-6.749,1.0,0.0304,0.78,0.0,0.138,0.79,93.892
Pop,7h0jTze9vNvp7Kpid2i2dB,Jingle Bell Rock,0.87,0.717,1.0,-6.901,0.0,0.0823,0.186,1.6e-06,0.37,0.967,136.559
Pop,1dGr1c8CrMLDpV6mPbImSI,Lover,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534
Pop,44AyOl4qVkzS48vBsbNXaC,Can't Help Falling in Love,0.396,0.293,2.0,-14.062,1.0,0.0275,0.941,0.000196,0.105,0.343,100.307
Pop,4xqrdfXkTW4T0RauPLv3WA,Heather,0.357,0.425,5.0,-7.301,1.0,0.0333,0.584,0.0,0.322,0.27,102.078
Pop,0SzvmWfOhoxZVGrmvb56YL,Baby I'm Yours,0.462,0.595,2.0,-9.363,1.0,0.0347,0.215,0.0,0.184,0.64,113.719
Pop,58Znl2X9CgsghGUZrkEUr4,It Had to Be You (Big Band and Vocals),0.543,0.284,5.0,-13.205,1.0,0.051,0.683,0.0,0.101,0.409,125.558
Pop,754kgU5rWscRTfvlsuEwFp,Kiss Me,0.526,0.749,3.0,-6.964,1.0,0.0283,0.023,1.76e-06,0.0692,0.421,99.982
Pop,6ft9PAgNOjmZ2kFVP7LGqb,Can't Take My Eyes off You,0.575,0.764,4.0,-7.448,1.0,0.0746,0.566,1.07e-05,0.0692,0.536,123.821
Pop,7mnGQesk1TzQLzQ9bYWZPR,She's so High,0.537,0.84,9.0,-4.626,1.0,0.0363,0.2,2.15e-06,0.0998,0.211,124.269
Pop,1v2ECI79z8S4PQv9xYwIfU,Soak Up The Sun,0.711,0.735,4.0,-5.026,1.0,0.0432,0.0378,0.0,0.107,0.698,119.974
Pop,1LmkdWSxjCV7wKTPsCvYWN,Winter Wonderland - Spotify Singles Holiday,0.528,0.281,2.0,-9.784,1.0,0.037,0.839,0.0,0.0873,0.514,127.617
Pop,6ADnHfEQ3Bc9HqdFMlkFZM,Silent Night,0.429,0.136,6.0,-8.971,1.0,0.0283,0.828,0.0,0.113,0.196,99.623
Pop,0L3gQfMRW4TzEQzfln36bi,Snow Day,0.405,0.34,10.0,-7.177,1.0,0.0278,0.779,0.000262,0.123,0.33,86.805
Pop,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966
Pop,7l2tmgUhV7Y2aJHjiszifg,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),0.661,0.819,11.0,-6.269,0.0,0.0519,0.167,0.0,0.0647,0.724,135.937
Pop,3T9wo7kdEAOy1h5h7kh5dw,Big Dumb Heart,0.697,0.569,0.0,-4.883,1.0,0.0475,0.327,0.0,0.0923,0.846,177.992
Pop,6dgUya35uo964z7GZXM07g,Nonsense,0.74,0.697,8.0,-4.912,1.0,0.034,0.0268,0.0,0.224,0.732,138.992
Pop,5KCbr5ndeby4y4ggthdiAb,Wonder,0.333,0.637,1.0,-4.904,0.0,0.0581,0.131,1.8e-05,0.149,0.132,139.898
Pop,5TxdQaqp2Xn9IBTlfq26l7,Girlfriend,0.745,0.807,0.0,-5.191,0.0,0.0884,0.0887,1.49e-05,0.0283,0.858,93.967
Pop,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,0.486,0.617,5.0,-7.115,0.0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
Pop,3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),0.581,0.963,11.0,-4.087,1.0,0.0981,0.0295,0.0,0.139,0.788,129.992
Pop,0aj2QKJvz6CePykmlTApiD,Señorita,0.841,0.63,1.0,-5.356,1.0,0.0443,0.0725,0.0,0.0742,0.876,97.964
Pop,5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),0.894,0.791,2.0,-4.699,1.0,0.112,0.0183,0.0,0.0388,0.583,105.018
Pop,45dJrdg8O7Rz1XAlffMc9N,Dream Boy,0.829,0.576,3.0,-8.139,1.0,0.0322,0.58,1.88e-06,0.205,0.839,111.986
Pop,0pfpeTGQOWlGp6YUUbBD42,Bewitched,0.283,0.195,1.0,-12.154,1.0,0.0331,0.947,8.28e-05,0.111,0.319,138.953
Pop,6MVMbS5zwts8wgC1Re1VKF,Hopeless Romantic,0.411,0.269,9.0,-12.193,1.0,0.155,0.865,3.33e-06,0.317,0.297,161.709
Pop,6ic8OlLUNEATToEFU3xmaH,Gimme More,0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324
Pop,3SexEc7om0q1awRqi8nCd1,Choose Your Fighter (From Barbie The Album),0.641,0.862,6.0,-5.166,0.0,0.0686,0.00393,2.41e-05,0.234,0.64,139.948
Pop,47BBI51FKFwOMlIiX6m8ya,I Want It That Way,0.689,0.694,6.0,-5.83,0.0,0.027,0.257,0.0,0.148,0.482,99.039
Pop,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,0.768,0.864,11.0,-6.145,1.0,0.0324,0.101,0.0,0.162,0.891,110.008
Pop,0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca,0.425,0.954,1.0,-3.756,0.0,0.0476,0.00414,0.0,0.0555,0.933,178.043
Pop,6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,0.798,0.625,11.0,-9.689,1.0,0.0548,0.00547,7.98e-05,0.103,0.858,93.764
Pop,7l9IqDtVWJurTvkQHq1BGh,she's all i wanna be,0.602,0.626,2.0,-5.323,0.0,0.0396,0.0129,9.02e-06,0.144,0.619,160.118
Pop,3qoftcUZaUOncvIYjFSPdE,Bejeweled,0.696,0.559,7.0,-9.19,1.0,0.0693,0.0618,5.58e-05,0.0887,0.433,163.999
Pop,6UN73IYd0hZxLi8wFPMQij,Players,0.954,0.516,6.0,-5.817,1.0,0.16,0.03,7.54e-06,0.0504,0.624,105.001
Pop,5XWlyfo0kZ8LF7VSyfS4Ew,Drama,0.644,0.872,6.0,-1.54,0.0,0.0417,0.164,0.0,0.363,0.378,131.016
Pop,210JJAa9nJOgNa0YNrsT5g,GODS,0.588,0.765,3.0,-5.914,0.0,0.0518,0.00685,3.23e-05,0.2,0.492,145.988
Pop,2DtUUBwYwEzKMTMDrc5EiO,girls like me don't cry,0.871,0.372,0.0,-9.077,0.0,0.0413,0.253,1.6e-06,0.104,0.608,110.011
Pop,31AyUvMRDvZjyQI1N05lsT,The Mother We Share,0.462,0.722,1.0,-5.134,1.0,0.0306,0.0356,4.52e-06,0.127,0.327,173.941
Pop,3DsDDXmMtucnf7Etgr0n7x,I Follow Rivers,0.599,0.533,9.0,-14.032,0.0,0.0472,0.475,0.00153,0.235,0.607,122.262
Pop,18AJRdgUoO9EYn11N7xzaT,Habits (Stay High),0.733,0.65,5.0,-3.539,1.0,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003
Pop,4E6cwWJWZw2zWf7VFbH7wf,Love Song,0.583,0.786,2.0,-3.142,0.0,0.0301,0.0208,0.0,0.188,0.573,123.055
Pop,11EX5yhxr9Ihl3IN1asrfK,Need You Now,0.587,0.622,4.0,-5.535,1.0,0.0303,0.0927,0.000636,0.2,0.231,107.943
Pop,2aGw77pZqli064JiPuXYRi,I'm Like A Bird,0.623,0.607,10.0,-5.113,1.0,0.0353,0.147,3.29e-06,0.227,0.614,89.654
Pop,1Cwsd5xI8CajJz795oy4XF,You Get What You Give,0.621,0.901,2.0,-5.396,1.0,0.0302,0.17,0.0,0.0875,0.744,113.967
Pop,1lkvpmrCaXK8QtliFDcHBO,Bubbly,0.688,0.477,9.0,-6.684,1.0,0.036,0.594,0.0,0.115,0.257,127.866
Pop,0tV8pOpiNsKqUys0ilUcXz,Rise Up,0.398,0.316,1.0,-7.031,1.0,0.0368,0.805,0.0,0.295,0.174,118.582
Pop,2rpZ2T8xOiDnn5VpYXvwIC,Thank God I Do,0.471,0.222,7.0,-9.537,1.0,0.0274,0.761,8.1e-06,0.116,0.0799,93.803
Pop,2h444Cn1pbZjKPD4jbjY3E,Stronger (Grey's Anatomy Version),0.518,0.655,6.0,-6.682,0.0,0.0514,0.248,0.0,0.101,0.47,174.223
Pop,0lx2cLdOt3piJbcaXIV74f,willow,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112
Pop,4oEf84vBYVftf6KmZexhVo,Northern Attitude (with Hozier),0.486,0.64,3.0,-8.027,1.0,0.0551,0.136,7.58e-05,0.105,0.289,122.017
Pop,1imbsYvtz61ZvUgGqKCr3j,Intrusive Thoughts,0.431,0.323,11.0,-8.767,1.0,0.0347,0.77,0.0,0.0862,0.131,63.614
Pop,2jm0UrP5A9ccJ3twMI8cVq,Solo,0.427,0.458,0.0,-7.157,1.0,0.0355,0.697,0.0,0.117,0.35,122.828
Pop,5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),0.516,0.467,0.0,-6.184,1.0,0.0302,0.662,0.0,0.0853,0.386,132.861
Pop,1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917
Pop,17phhZDn6oGtzMe56NuWvj,Lose Control,0.561,0.604,9.0,-4.409,1.0,0.0337,0.199,1.9e-05,0.104,0.242,159.92
Pop,2f0pn9DkEJwAzXApnFh5cr,Someone To You,0.52,0.903,2.0,-5.497,1.0,0.042,0.00517,0.0,0.254,0.652,74.988
Pop,0rzaRSujxA0bKyjJl6vHYq,Satellite,0.576,0.457,0.0,-6.473,1.0,0.0304,0.143,3.05e-05,0.0917,0.301,138.984
Pop,0mflMxspEfB0VbI1kyLiAv,Stick Season,0.662,0.488,9.0,-6.894,1.0,0.0682,0.782,0.0,0.102,0.817,117.913
Pop,5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,0.606,0.799,9.0,-4.452,1.0,0.0261,0.0128,0.0,0.15,0.638,103.014
Pop,3uwnnTQcHM1rDqSfA4gQNz,Cool for the Summer,0.583,0.61,5.0,-5.639,0.0,0.0382,0.00425,0.000105,0.14,0.336,114.06
Pop,1vnnXMrBeEWiRg3YCMCjQq,Despacito - Remix,0.649,0.798,2.0,-4.346,1.0,0.178,0.226,0.0,0.0711,0.857,177.899
Pop,6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),0.717,0.671,0.0,-5.077,0.0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054
Pop,4ZnkygoWLzcGbQYCm3lkae,Rush,0.743,0.837,5.0,-7.634,0.0,0.0633,0.00288,2.86e-05,0.104,0.378,126.023
Pop,7I4XALvCb2VEmOCtGUe5uY,10 Things I Hate About You,0.544,0.786,8.0,-2.97,1.0,0.0501,0.00991,0.0,0.169,0.446,153.967
Pop,5xvUgoVED1F4mBu8FL0HaW,Ready or Not,0.715,0.872,2.0,-3.835,1.0,0.0509,0.00351,3.84e-05,0.107,0.748,93.043
Pop,3rUGC1vUpkDG9CZFHMur1t,greedy,0.75,0.733,6.0,-3.18,0.0,0.0319,0.256,0.0,0.114,0.844,111.018
Pop,0GROiXm03OrMC5ltXLhGIu,The Party & The After Party - Original,0.645,0.58,5.0,-9.527,0.0,0.0406,0.22,0.0,0.0878,0.163,101.733
Pop,3sLTYBYs6lJsFK84t2X7wt,Bathroom,0.708,0.415,2.0,-4.078,0.0,0.0314,0.693,4.68e-05,0.123,0.156,119.922
Pop,5YqdiryRmdAzYFlxo43hAJ,Missing Piece,0.628,0.877,0.0,-4.205,1.0,0.046,0.0155,5.97e-06,0.113,0.721,101.992
Pop,0V8FYVlBFuXXTIvRnMbZyS,The Climb,0.327,0.588,4.0,-6.611,1.0,0.0336,0.0834,0.0,0.104,0.329,161.074
Pop,6aDsgHPZsMztSbZernzlF8,Someday,0.576,0.679,0.0,-7.237,1.0,0.034,0.0311,0.0,0.323,0.213,121.005
Pop,3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911
Pop,4x5YzxjrF9wvIIXJV7TveC,Till Forever Falls Apart,0.346,0.501,2.0,-6.939,1.0,0.0364,0.421,0.0,0.0657,0.299,99.855
Pop,44siIYlT1dMRQysOVjEvdF,broken,0.501,0.348,1.0,-11.938,1.0,0.0579,0.501,2.18e-06,0.106,0.276,83.527
Pop,2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),0.464,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801
Pop,0Uon5NsSAkBDx69XYOaQ5P,Stay,0.618,0.37,10.0,-10.5,1.0,0.0543,0.883,0.0,0.123,0.433,114.26
Pop,0qvzXomUDJVaUboy2wMfiS,This Town,0.677,0.401,9.0,-8.467,1.0,0.0308,0.712,0.0,0.116,0.195,111.825
Pop,1v6svH1Fyx9C1nIt1mA2DT,All I Want,0.376,0.43,0.0,-6.585,0.0,0.0328,0.0902,0.0,0.0912,0.129,77.599
Pop,2EBnvom1dTybtm75a3Xh1T,feel like shit,0.508,0.378,7.0,-7.158,1.0,0.0473,0.516,0.0,0.119,0.161,144.962
Pop,4ZtFanR9U6ndgddUvNcjcG,good 4 u,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928
Pop,6HMtHNpW6YPi1hrw9tgF8P,About Damn Time,0.836,0.743,10.0,-6.305,0.0,0.0653,0.0974,0.0,0.335,0.723,108.965
