Category,Track_ID,Track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
R&B,7HosGN9onpPElSkJGBnudc,Poison,0.6659999999999999,0.228,9.0,-12.59,1.0,0.0344,0.73,0.0004559999999999,0.109,0.38,140.145
R&B,1NCkdMCiBT3lJcp4OK7hRk,Poison,0.573,0.7929999999999999,8.0,-6.138,0.0,0.0653,0.0107,0.0,0.1889999999999999,0.513,154.976
R&B,51rPRW8NjxZoWPPjnRGzHw,Tadow,0.7040000000000001,0.487,9.0,-6.407,0.0,0.0604,0.669,8.640000000000001e-05,0.111,0.313,121.726
R&B,7mHRoiESmvHd4UIDr3a1xq,What You Heard,0.429,0.371,2.0,-9.017,0.0,0.0327,0.546,5.71e-06,0.104,0.135,137.134
R&B,07OrttSq3PdoabQBnzRm19,Why Don't You,0.669,0.7829999999999999,11.0,-3.913,0.0,0.0256,0.0327,0.0,0.0531,0.847,96.01
R&B,4KzwXN12H0LcnnqzIG7m4R,Some,0.693,0.507,0.0,-9.082,1.0,0.057,0.00492,0.0,0.156,0.0733,120.02
R&B,1a4GqLZCa1YUelAfM1uiKR,Novacane,0.74,0.5,10.0,-11.172,0.0,0.1369999999999999,0.174,0.00993,0.21,0.193,131.982
R&B,13oQIvtvNRrhNJ4L9ImcoC,Novacane,0.65,0.675,5.0,-6.2,0.0,0.0704,0.0337,1.39e-05,0.161,0.2319999999999999,190.086
R&B,6s0Lif8DQwnVE6Wkb2BVqY,Jungle,0.727,0.794,9.0,-6.4910000000000005,1.0,0.247,0.0383,0.0,0.0887,0.2019999999999999,127.606
R&B,3LU9TznBpabLPU8Z3wPxfR,Jungle,0.773,0.285,9.0,-12.338,0.0,0.0523,0.0607,1.24e-05,0.0729,0.0654,120.006
R&B,0wnUMVJ4Hg4vFHaz7ZgR4c,Jungle,0.58,0.7809999999999999,8.0,-4.093,0.0,0.0388,0.13,0.0,0.231,0.327,105.064
R&B,5OAmfxejrPG9ghOOSaTtP3,Jungle,0.353,0.591,2.0,-9.372,1.0,0.0653,0.000842,0.000256,0.247,0.237,78.124
R&B,7I1eq9DSvTjBqmsJYm8BNA,Jungle,0.893,0.221,9.0,-11.362,0.0,0.0962,0.818,0.0,0.122,0.345,99.984
R&B,63ufwFBQR1IUl079uiXhcl,Jungle,0.642,0.627,4.0,-7.138,0.0,0.0391,0.264,0.0,0.22,0.28,127.939
R&B,3Z3hf8h4CsJCIfw07qHq2F,Jungle,0.7929999999999999,0.684,5.0,-6.028,0.0,0.254,0.0731,0.0,0.107,0.472,127.065
R&B,3NT6agFZgdf2EJk7UmlQcx,Jungle,0.779,0.8190000000000001,5.0,-3.974,0.0,0.206,0.119,0.0,0.113,0.589,159.885
R&B,4XA18nIEpwp7be0FKo2n82,My Brother,0.7909999999999999,0.657,9.0,-9.707,0.0,0.0384,0.341,0.0116,0.248,0.8340000000000001,117.579
R&B,69CmWlbOOKCb0deqy7kgC7,My Brother,0.682,0.88,6.0,-5.656000000000001,1.0,0.0476,0.083,0.0,0.293,0.932,100.004
R&B,4Vcp2nf9EeEUHTXGKimp8H,Don't Forget Me,0.452,0.309,5.0,-15.705,1.0,0.0399,0.6679999999999999,0.0149,0.107,0.0618,74.985
R&B,5smmdqbHwTdVJI1VlnBizP,Orbit,0.517,0.504,2.0,-6.497999999999999,0.0,0.0279999999999999,0.191,0.00655,0.0927,0.107,130.016
R&B,5yrXolC7Un3peiFxwqbucn,Orbit,0.601,0.49,7.0,-7.92,1.0,0.0328,0.416,2.12e-05,0.105,0.133,95.023
R&B,1mmfuxtRrHQpGTj4c0XbLt,Sober,0.497,0.637,5.0,-5.013,0.0,0.0462,0.447,8.19e-06,0.0698,0.523,91.994
R&B,487Rujof1K5Y0Oa2jwwOo5,Sober,0.569,0.785,1.0,-4.377,0.0,0.0537,0.0387,0.0,0.113,0.349,127.07
R&B,1rIWXcxQksarC9e9Y2r1GA,Sober,0.585,0.7170000000000001,4.0,-5.84,1.0,0.0877,0.452,3.98e-05,0.182,0.6559999999999999,96.75
R&B,0bPutjKQSqQCRxYBV7aylO,Sober,0.762,0.84,1.0,-3.84,0.0,0.0275,0.0287,2.07e-05,0.0654,0.547,114.996
R&B,1i3ZYh8Ho7kesVt4BoOsaT,Sober,0.4529999999999999,0.588,5.0,-5.518,0.0,0.0445,0.214,3.64e-05,0.0965,0.479,116.955
R&B,6OLHJjz3Cy4aSaRs39egZK,Sober,0.5579999999999999,0.919,1.0,-3.293,1.0,0.0881,0.0086,0.0,0.0817,0.794,126.981
R&B,0a1GjyV9HKs6SIOfY0tIpM,Sober,0.637,0.8059999999999999,6.0,-7.045,0.0,0.1669999999999999,0.624,0.0,0.0884,0.457,105.051
R&B,6di4rCQTpSj32sVGIp1ILc,Sober,0.408,0.405,6.0,-8.321,1.0,0.1639999999999999,0.64,0.035,0.146,0.415,149.967
R&B,1Op7Bx74T7cxYsHfWWzNki,Sober,0.7979999999999999,0.921,8.0,-2.593,0.0,0.237,0.0153,0.0,0.31,0.499,107.007
R&B,5GLI4xUhflfVLWCw5YyeBs,Sober,0.816,0.7290000000000001,9.0,-6.314,0.0,0.175,0.0318,0.0,0.181,0.408,137.975
R&B,74jXmas32nyyWm0O0BSFnY,Sober,0.604,0.618,6.0,-11.203,0.0,0.13,0.0823,0.0,0.107,0.238,95.545
R&B,3Q0xaP0KR7snv6XlU6Pq88,Sober,0.6459999999999999,0.449,5.0,-6.184,1.0,0.0403,0.59,0.0,0.0788,0.273,64.005
R&B,5PO4Ibw2SmnIXiq5RvPKwW,Sober,0.622,0.471,7.0,-7.962000000000001,1.0,0.0313,0.516,0.0441,0.115,0.395,119.328
R&B,0STK94RxUulYqWzwFlyAb5,Sober,0.397,0.303,1.0,-10.413,1.0,0.11,0.7979999999999999,4.16e-06,0.0824,0.17,170.22
R&B,6gFJ7s2nY4tLhlhqMGmgf0,One By One,0.4629999999999999,0.984,8.0,-4.012,1.0,0.0664,0.000469,0.0377,0.191,0.297,138.012
R&B,40lOLykpTrfTmQ8WOTsZiD,One By One,0.581,0.642,8.0,-8.49,0.0,0.264,0.192,0.00028,0.11,0.2289999999999999,139.963
R&B,6vViBd7j1VV0rhVJiVrgwS,Aint Nobody,0.5479999999999999,0.742,9.0,-5.239,1.0,0.0635,0.161,0.0,0.133,0.508,145.049
R&B,78P2cNBhbdjXWIRYuEXkV6,Don't Pretend,0.591,0.547,11.0,-8.835,1.0,0.1,0.246,0.00466,0.123,0.222,89.005
R&B,6qjPMO45R9ZmV4o3PUOj5f,Mad,0.752,0.6459999999999999,1.0,-8.59,1.0,0.208,0.181,0.0,0.0959,0.539,80.03399999999999
R&B,0NM9TunPyyvgN3Y6peklaU,Mad,0.795,0.6509999999999999,9.0,-10.866,0.0,0.263,0.358,0.0,0.0773,0.5479999999999999,115.996
R&B,5It1EXziyWxa0Rjjwj1ruv,Mad,0.428,0.762,0.0,-5.417000000000001,1.0,0.0648,0.615,0.000159,0.1169999999999999,0.291,121.593
R&B,5NIX8cEnvsEL0Wd3Okdtvk,Mad,0.518,0.575,7.0,-11.185,0.0,0.1119999999999999,0.69,2.14e-06,0.133,0.8640000000000001,119.007
R&B,6IW7fOGkgZiKRw04hJv8ye,Mad,0.3989999999999999,0.447,9.0,-9.14,0.0,0.031,0.396,0.00065,0.1119999999999999,0.175,141.76
R&B,36lYCW2N8OTdNJgC3Pmsok,Mad,0.908,0.544,3.0,-8.061,0.0,0.147,0.126,1.11e-05,0.128,0.5760000000000001,136.013
R&B,2D3awdW07YJOv57monErC9,Hopeful,0.695,0.5670000000000001,6.0,-6.6160000000000005,1.0,0.0398,0.473,4.43e-06,0.0629,0.5760000000000001,128.017
R&B,5Ru6KWTbK8DIzBEKIcICR4,Close My Eyes,0.525,0.926,3.0,-3.5210000000000004,1.0,0.0538,0.0289999999999999,6.11e-06,0.1169999999999999,0.465,127.868
R&B,2z33Arq4XKHDZi7MHTCV3Q,Love On The Brain,0.509,0.637,4.0,-4.83,0.0,0.0471,0.0717,1.0800000000000002e-05,0.0709,0.3779999999999999,172.00599999999997
R&B,6twcrte6VIOBntlPeNk9nw,Love On The Brain,0.584,0.444,4.0,-8.362,0.0,0.0381,0.494,0.0,0.148,0.423,171.993
R&B,7GelXWkOcB2b4uReOnzfJ7,Bad Habit,0.415,0.962,3.0,-2.818,0.0,0.0816,0.0004969999999999,0.00828,0.288,0.563,120.131
R&B,1I6OOyTjIWZlSzyXBZwk8W,Bad Habit,0.517,0.604,0.0,-6.4,0.0,0.171,0.0723,1.33e-06,0.107,0.363,135.77700000000002
R&B,4264TwTPsn3LcPoUp9VYPg,Bad Habit,0.564,0.535,8.0,-5.198,0.0,0.0289999999999999,0.109,0.0,0.249,0.652,84.118
R&B,1tKneTvUKm84bxLJP1qbe0,Bad Habit,0.324,0.484,5.0,-6.311,1.0,0.0324,0.3389999999999999,0.0,0.0935,0.125,136.21
R&B,4O2ElolsFfNVmZgeszlyO8,Bad Influence,0.619,0.5379999999999999,8.0,-11.159,0.0,0.0997,0.225,0.0029,0.2319999999999999,0.203,161.215
R&B,4WXaaOkke92rmh82tU24Pz,Bad Influence,0.495,0.506,0.0,-5.861000000000001,0.0,0.0295,0.153,1.33e-06,0.151,0.2289999999999999,119.812
R&B,59OkG3997UKZiRljtMfTHV,Bad Influence,0.488,0.875,1.0,-5.486000000000001,1.0,0.0496,3.75e-05,0.0,0.1159999999999999,0.5870000000000001,98.002
R&B,1y5FGDQHfDOSIRye0jkoBt,On & On,0.638,0.608,4.0,-4.774,1.0,0.0815,0.429,0.0102,0.3289999999999999,0.325,140.144
R&B,7EyTfxW9qiiiWkpfzu07gJ,On & On,0.613,0.912,10.0,-5.803999999999999,0.0,0.0755,0.000239,0.00856,0.0629,0.421,126.01
R&B,3WyinjQMMov5ivPGz8flit,Golden,0.81,0.7559999999999999,5.0,-3.625,1.0,0.126,0.355,0.0,0.0933,0.29,100.014
R&B,7Cap2DKtDKo0u54IQebUaE,Golden,0.635,0.75,6.0,-4.658,0.0,0.0376,0.114,4.35e-05,0.22,0.511,102.055
R&B,3YbF8ywOvj9lXSZJ4ggdfL,Golden,0.787,0.713,5.0,-3.465,1.0,0.162,0.352,0.0,0.0819,0.411,99.99
R&B,3Rp05rOU9qukViPPwYuYOc,Golden,0.627,0.423,2.0,-11.385,1.0,0.0793,0.38,0.00613,0.103,0.24,117.926
R&B,4vBIr27NcRFBNpyIxLHZuB,Golden,0.6609999999999999,0.942,11.0,-3.632,0.0,0.0949,0.382,0.00902,0.0938,0.552,104.012
R&B,4H1Di76V4dng7wQp8q16te,Get Involved,0.696,0.696,2.0,-4.154,1.0,0.148,0.107,0.0,0.246,0.3929999999999999,137.957
R&B,1QaDUrZ77nPzP3JoJ6SGEN,Brown Sugar,0.7829999999999999,0.568,5.0,-8.707,0.0,0.0668,0.166,0.0001,0.17,0.764,96.997
R&B,4FRi3xzPErSHYi15NHWOvd,Brown Sugar,0.6809999999999999,0.493,5.0,-5.879,0.0,0.0294,0.00248,8.43e-05,0.19,0.315,145.067
R&B,4LfzeG9UXX780pzQA2DG5O,Heard It All Before,0.625,0.904,2.0,-5.117,1.0,0.0377,0.0733,7.020000000000001e-05,0.0833,0.774,90.986
R&B,1awdo11NQFC6THLXQAaDjV,Get Up,0.3929999999999999,0.603,11.0,-5.667000000000001,1.0,0.032,0.18,0.0,0.141,0.2269999999999999,150.144
R&B,3AYqW74MnBG8bd9pMuHxzq,Get Up,0.726,0.846,4.0,-5.572,1.0,0.0496,0.0842,0.0,0.0425,0.755,105.081
R&B,5109JZthupI3hmuqgzV6zv,Get Up,0.281,0.531,11.0,-8.897,1.0,0.0422,0.0172,0.0,0.149,0.193,83.86200000000001
R&B,6JmxyHuXnWWMAzvrDoa2MY,I Believe in You,0.513,0.8079999999999999,10.0,-8.032,0.0,0.104,0.326,0.0,0.272,0.3279999999999999,77.521
R&B,4chM3Gjnve1XLSud3tDCcF,Passionfruit,0.71,0.688,8.0,-7.388,0.0,0.048,0.0141,0.00687,0.135,0.906,111.004
R&B,3oOb89OYGqtgzUilu50mpm,Glory,0.8079999999999999,0.606,7.0,-11.489,1.0,0.0851,0.284,6.59e-06,0.0759,0.68,155.965
R&B,2yELpHAGvhCyVe5txGkFDf,Glory,0.569,0.621,11.0,-4.759,1.0,0.0322,0.13,2.01e-06,0.0808,0.497,84.96600000000001
R&B,14hMu4JnYnLj0FBuFfHNNN,Glory,0.63,0.6629999999999999,5.0,-6.728,0.0,0.0315,0.081,0.00186,0.1009999999999999,0.6829999999999999,155.964
R&B,6fkpeLhOB6jWT4NkR5CvAX,After Hours,0.674,0.62,5.0,-7.242999999999999,0.0,0.0313,0.00235,0.0406,0.163,0.623,120.081
R&B,2tIazk7DH8aB4RhraMz5bF,After Hours,0.557,0.501,1.0,-9.079,0.0,0.0279999999999999,0.741,0.00229,0.153,0.325,77.536
R&B,1VLnbdV6kWcPoIocWqM1g7,After Hours,0.524,0.6659999999999999,1.0,-5.568,1.0,0.0515,0.3339999999999999,0.0,0.1669999999999999,0.71,99.949
R&B,7tMsCAPQUA5inlohCrLHkW,Modo Avión,0.8079999999999999,0.8170000000000001,11.0,-5.085,0.0,0.0859,0.156,0.0,0.294,0.636,94.049
R&B,2BYvuDfhDMCbZGODj7xuKx,Not The One,0.54,0.897,6.0,-4.988,1.0,0.0439,0.0522,0.0,0.0941,0.423,135.936
R&B,6K9VAhJzuUdGm6RNFWzCUi,Spend The Night,0.517,0.841,7.0,-5.131,1.0,0.0588,0.0329,0.0,0.247,0.524,137.833
R&B,7tH4wNb0jxpLCMxjQ4NOrX,Daydreaming,0.512,0.957,7.0,-2.008,1.0,0.0472,0.000678,2.26e-05,0.14,0.228,114.985
R&B,3RIibyGfcY8r24nRz9P0Ro,Daydreaming,0.63,0.4429999999999999,4.0,-12.798,0.0,0.0824,0.256,0.0022199999999999,0.174,0.43,83.421
R&B,54rIvxM8v39Ya81s7cCUOW,Time Will Tell,0.6729999999999999,0.545,0.0,-8.165,1.0,0.0441,0.177,1.66e-05,0.139,0.384,153.974
R&B,4Jz7IBn596egDVEAaybut3,Hideaway,0.855,0.327,0.0,-8.655,0.0,0.0705,0.183,0.0,0.1119999999999999,0.5489999999999999,130.045
R&B,1gVfyJy2RGnRdyBX8ov0bS,Hideaway,0.276,0.59,1.0,-13.105,1.0,0.0445,0.113,0.000251,0.1009999999999999,0.139,104.157
R&B,2WFPGgV3Q3LHEBDuX18vc9,Hideaway,0.375,0.74,0.0,-4.785,1.0,0.0324,0.0351,0.0,0.213,0.442,176.967
R&B,0KqcrshsojejsVs7px0kGK,U Got Me,0.713,0.7859999999999999,8.0,-8.555,0.0,0.0507,0.00893,2.8e-06,0.285,0.8809999999999999,125.997
R&B,3YGrVe8BzKeKNQcCdI2sm3,Love Me,0.631,0.73,10.0,-5.369,0.0,0.0355,0.0085,2.93e-05,0.209,0.887,96.997
R&B,16NrNd1m8fEfSKbtJvFwPg,Love Me,0.628,0.7440000000000001,4.0,-6.638999999999999,1.0,0.136,0.118,0.0,0.11,0.258,124.952
R&B,6beZKlICP2KnslTJGxDqxF,Love Me,0.6729999999999999,0.604,0.0,-10.201,0.0,0.0369,0.131,0.000366,0.068,0.431,122.99
R&B,262Scn0jby9kKUYbHnFoCY,Love Me,0.677,0.731,0.0,-7.24,1.0,0.0394,0.6409999999999999,0.000296,0.0981,0.8009999999999999,183.988
R&B,1j7Szv7gQmFpT2UxyYRt6Z,Love Me,0.8590000000000001,0.479,6.0,-6.272,1.0,0.0419,0.0914,0.0,0.1169999999999999,0.482,144.965
R&B,3pukNpRcTmN7mXywdc3K6J,Love Me,0.6509999999999999,0.608,8.0,-6.678,0.0,0.0529,0.0274,0.0,0.268,0.563,136.002
R&B,0CQFHQKmw0gEywJrVhpnY1,Love Me,0.73,0.726,10.0,-6.712999999999999,1.0,0.0749,0.35,0.000939,0.103,0.573,96.067
R&B,5L0gytCKgSSRhrEaXKYNrh,Love Me,0.611,0.659,7.0,-6.943,0.0,0.0741,0.515,0.0,0.089,0.337,129.687
R&B,3YiTPzZAb90FiVtllFqGin,Love Me,0.672,0.7290000000000001,1.0,-7.167999999999999,1.0,0.188,0.0334,0.0,0.123,0.352,135.843
R&B,3zfn7mpuEfL0C4x6MTjTAr,Love Me,0.7290000000000001,0.546,11.0,-4.484,0.0,0.212,0.1009999999999999,0.0,0.0969999999999999,0.75,98.091
R&B,53hNIcq8OLj9OUNvQ4ulFM,Love Me,0.754,0.8240000000000001,5.0,-2.4530000000000003,0.0,0.039,0.0506,7.92e-06,0.108,0.613,116.978
R&B,2MkzW46PEoVag2Go9kRyQY,Champagne,0.615,0.901,11.0,-5.975,0.0,0.0413,0.000508,4.16e-05,0.0751,0.957,137.04
R&B,4n1oum6u8Usfs9YSEwXZb8,Champagne,0.355,0.324,0.0,-10.25,1.0,0.0319,0.492,1.39e-05,0.0704,0.0989,97.956
R&B,4Z3Ar3p1YlgfgW53nmFcCR,Look At Me,0.6940000000000001,0.904,7.0,-5.626,1.0,0.22,0.0365,0.0013599999999999,0.1169999999999999,0.263,127.04
R&B,5ejh6CpLHGhon14a1D2TlH,Look At Me,0.51,0.5770000000000001,10.0,-14.328,0.0,0.1119999999999999,0.693,5.32e-06,0.0575,0.5539999999999999,82.85600000000001
R&B,47DLKZ16ELWdoI5TEKwOkA,Tasty,0.843,0.5429999999999999,1.0,-9.97,0.0,0.0761,0.15,1.24e-06,0.2789999999999999,0.68,119.001
R&B,3tOurIZqHDOQNkpJ0dTUxs,Slowly,0.75,0.315,10.0,-9.396,0.0,0.1119999999999999,0.4029999999999999,0.0218,0.103,0.375,119.357
R&B,5Cn7gsZSmvcC1b1t1m76ak,Slowly,0.452,0.557,2.0,-6.821000000000001,0.0,0.111,0.136,0.000227,0.104,0.281,86.43299999999999
R&B,4kyowB76IWcxKhKMjLHzCn,Slowly,0.688,0.368,5.0,-7.821000000000001,1.0,0.0379,0.289,0.0301,0.123,0.6409999999999999,106.943
R&B,1rbpxLmQYAeuTHvppvDCzi,Slowly,0.524,0.3229999999999999,11.0,-8.132,0.0,0.0437,0.919,0.0,0.103,0.501,88.111
R&B,38Cx8QsjhmbvutJUJz7cJW,Slowly,0.753,0.617,2.0,-7.537000000000001,0.0,0.0813,0.145,0.000394,0.146,0.157,110.021
R&B,0Dut0J6AfBszrWpKQbWGhN,Slowly,0.5429999999999999,0.384,6.0,-12.227,0.0,0.0437,0.6920000000000001,0.001,0.147,0.158,119.182
R&B,5oKxax66OjT1ZD8UTCy61h,Sativa,0.7440000000000001,0.624,6.0,-6.989,0.0,0.0694,0.3879999999999999,0.0,0.0632,0.715,126.05
R&B,23c9gmiiv7RCu7twft0Mym,Who Hurt You?,0.649,0.493,11.0,-7.645,0.0,0.11,0.586,0.000167,0.0667,0.2769999999999999,104.542
R&B,4D0b1I3HtTv1u2bGn0b1U8,Get Me,0.589,0.569,6.0,-7.207000000000001,1.0,0.0973,0.188,0.0,0.0934,0.6709999999999999,101.43
R&B,2g1QJP4PXfd1KzmaoJyacs,One Night Only,0.733,0.472,0.0,-14.552,1.0,0.165,0.00203,1.28e-06,0.0717,0.514,126.975
R&B,5vA0VR0mosr9sj09P5Bo3g,One Night Only,0.649,0.595,6.0,-6.214,0.0,0.0325,0.1639999999999999,0.0,0.1119999999999999,0.6859999999999999,77.99600000000001
R&B,74fQgHleHZ4V7Gm1XYcGkj,One Night Only,0.8740000000000001,0.405,4.0,-5.783,1.0,0.0677,0.276,0.0008759999999999,0.142,0.777,119.992
R&B,37ZLnF6SYHTrWJbzvUlQJv,One Night Only,0.674,0.652,6.0,-3.761,0.0,0.0404,0.183,0.0,0.235,0.539,133.113
R&B,5Xg9u6IRbPL39TfOB7Kurk,My Obsession,0.4629999999999999,0.721,7.0,-4.575,1.0,0.0304,0.00951,0.0009029999999999,0.0874,0.127,104.935
R&B,3mHDMW715lPfGcndMRPPg5,Don't Stop,0.608,0.988,1.0,-2.756,1.0,0.129,0.000896,0.00323,0.204,0.775,154.97899999999998
R&B,2mYXpYlmbRH1zC0WSDEmnP,Don't Stop,0.747,0.721,1.0,-9.682,1.0,0.0678,0.0311,0.000428,0.113,0.251,111.96
R&B,1gSoFgX63BfnRb2UL4Esq4,Don't Stop,0.417,0.507,3.0,-6.212999999999999,1.0,0.0398,0.503,0.00165,0.156,0.505,112.774
R&B,2CLQlcGjKmPznsfz5TiIN8,Don't Stop,0.871,0.584,10.0,-6.017,1.0,0.179,0.3429999999999999,0.0,0.0964,0.485,95.983
R&B,0KYc1X5ks5tJxyK1DExbU4,Don't Stop,0.8420000000000001,0.75,11.0,-3.946,0.0,0.122,0.287,0.0181,0.0694,0.664,128.031
R&B,4ZzxAUL2Bw7DlmKGM5JphN,Don't Stop,0.411,0.358,10.0,-12.177,1.0,0.127,0.705,0.00061,0.1119999999999999,0.12,129.988
R&B,3aPWn2Xt32zlXcRjlFmLe5,Lucky,0.555,0.6729999999999999,2.0,-6.992999999999999,1.0,0.1,0.0196,0.0,0.154,0.657,81.62
R&B,6vhUrKRjubxB7aGKDimzc7,Lucky,0.498,0.926,11.0,-3.3680000000000003,1.0,0.151,0.0157,3.89e-05,0.168,0.58,127.926
R&B,573BVeu2NuaS8j2202xvCv,Lucky,0.7340000000000001,0.922,7.0,-2.401,1.0,0.106,0.0034,9.22e-05,0.123,0.79,100.006
R&B,5jkuq8q8itgaOxZtg8fsT7,Lucky,0.461,0.89,11.0,-4.822,0.0,0.0336,0.0346,4.86e-06,0.14,0.879,92.483
R&B,7GWdi54lJCS85Idesxhtdm,Lucky,0.57,0.642,6.0,-6.867000000000001,0.0,0.16,0.141,0.0,0.249,0.517,146.053
R&B,2QdSGpeLF0ZlAmhsf2lWhv,Lucky,0.477,0.3279999999999999,4.0,-8.458,1.0,0.0658,0.906,7.36e-06,0.262,0.283,174.143
R&B,0cZVNSz9I8MfZ4W8429n2q,The Greatest,0.879,0.0914,0.0,-12.627,1.0,0.0607,0.9,0.0,0.111,0.387,86.96799999999999
R&B,6Ai6pxs4boTH3NRmK95FLd,Pray,0.575,0.87,6.0,-3.758,0.0,0.0312,0.142,0.0,0.0503,0.7120000000000001,120.022
R&B,3HUsmE6j4afm7zWM3bprkW,Pray,0.303,0.444,4.0,-9.1,0.0,0.0432,0.204,0.0,0.134,0.0901,172.447
R&B,2KzkwLWKhluQr2rHbL2EPi,Pray,0.629,0.6729999999999999,10.0,-9.077,1.0,0.0342,0.0906,0.0,0.0954,0.494,131.965
R&B,6NknZ79OdciKmajXV3bG4h,Pray,0.365,0.6920000000000001,8.0,-9.404,1.0,0.178,0.00958,0.0,0.271,0.617,138.245
R&B,3n3b5WNEohHP7Ou4ndBo6b,Pray,0.637,0.4479999999999999,4.0,-7.968,0.0,0.0617,0.2239999999999999,0.0,0.0887,0.2239999999999999,87.919
R&B,29RrpzS0fGJ9PIMNkZinLw,How Could You,0.716,0.772,11.0,-3.43,1.0,0.0376,0.119,0.0,0.0762,0.56,101.991
R&B,3zOODMmNS2CdauhKVttUbp,Believe,0.363,0.425,8.0,-7.992000000000001,1.0,0.0389,0.877,1.76e-05,0.0622,0.0769,132.996
R&B,3JUqNzWvfKcmS7UAYBR1bc,Believe,0.511,0.892,5.0,-3.834,0.0,0.0501,0.000327,3.04e-05,0.152,0.33,114.962
R&B,4nY5c705t3fNKHvxQ346yR,Believe,0.4629999999999999,0.545,2.0,-7.691,1.0,0.0286,0.2239999999999999,6.45e-06,0.0969,0.291,139.935
R&B,45RYiLwFp03eyMgn8BI2RN,Believe,0.617,0.267,9.0,-8.96,1.0,0.0361,0.76,2.7e-05,0.162,0.2789999999999999,117.101
R&B,1YOMUU1seWmPaHEaNOWFeA,Believe,0.425,0.889,0.0,-3.294,1.0,0.0414,0.0188,2.39e-06,0.075,0.608,84.929
R&B,76pMRZXq6SOcpcTzY3gWpm,Believe,0.498,0.755,7.0,-4.862,0.0,0.0776,0.3279999999999999,0.0,0.143,0.442,123.63
R&B,0Crixx2KLDjdIWTAGr4uUQ,Believe,0.738,0.5529999999999999,1.0,-11.122,1.0,0.244,0.00484,0.0,0.125,0.185,149.97299999999998
R&B,62h7IYLkI55lOKAfzXiWjk,Believe,0.4629999999999999,0.944,8.0,-3.3110000000000004,1.0,0.114,0.000171,8.77e-06,0.0663,0.633,168.058
R&B,67FXBwCa6eU1uBaEdK3T9O,Believe,0.5479999999999999,0.6970000000000001,10.0,-7.952000000000001,0.0,0.0229,0.124,0.0372,0.105,0.597,94.506
R&B,0LVVx5OdibXx4qIwvnTGlS,Believe,0.7240000000000001,0.594,0.0,-8.208,1.0,0.0678,0.122,0.0,0.0853,0.503,112.014
R&B,2SN3WKy1PpbJ2WIjxdlRju,Heaven On Earth,0.6709999999999999,0.7559999999999999,4.0,-6.757000000000001,0.0,0.0731,0.064,0.0,0.126,0.7,98.012
R&B,1mRBteDa2gHcJOLGoX9dPB,Common Ground,0.508,0.602,11.0,-6.862,1.0,0.0752,0.0925,0.0,0.0817,0.401,133.029
R&B,251ZHbjCetJmTckmaE66Tp,Common Ground,0.57,0.669,7.0,-6.9270000000000005,0.0,0.0322,0.321,0.0027,0.135,0.401,142.067
R&B,0qMhdpjVMsw2BWp1itd2xu,Dopamine,0.7509999999999999,0.4479999999999999,8.0,-8.664,1.0,0.0605,0.483,1.1e-06,0.0986,0.8690000000000001,68.50399999999999
R&B,5394GfmCT4t8Tb1MZIm9fa,Dopamine,0.586,0.501,1.0,-9.028,1.0,0.152,0.34,7.71e-06,0.11,0.245,151.783
R&B,5srihe5nqmMUAqAhfDq9j3,Dopamine,0.488,0.787,1.0,-5.218,1.0,0.0377,5.429999999999999e-05,0.00234,0.24,0.491,141.985
R&B,4Gw6fFjEeA7nZJjnx4cpib,So Bad,0.73,0.872,9.0,-4.167,1.0,0.0403,0.0071099999999999,0.0,0.0315,0.752,129.982
R&B,0pTVnc3xTbyoguke9YRusy,So Bad,0.696,0.6409999999999999,1.0,-7.724,1.0,0.0479,0.0133,0.0,0.1009999999999999,0.368,123.988
R&B,2N3MHs7pfHyMvj4rT7mtXS,Westside,0.701,0.59,2.0,-7.183,1.0,0.0589,0.315,0.0,0.0777,0.1889999999999999,108.008
R&B,14ygKxGNL7iuGn3cxnLdAe,Westside,0.447,0.487,5.0,-6.619,1.0,0.03,0.327,0.0,0.0984,0.345,71.85600000000001
Christian & Gospel,0CCTLv71lcdHmOl6C9Thxt,Why I Believe,0.335,0.496,1.0,-5.055,1.0,0.0298,0.332,0.0,0.0917,0.134,74.892
Christian & Gospel,1nBs6CyPsd9THOxqsuLt0M,Don't Fight Alone,0.373,0.688,11.0,-5.724,1.0,0.0519,0.271,0.0,0.131,0.457,148.124
Christian & Gospel,4nhLPA3DAMEOj92U5i2cOk,Bless God,0.408,0.519,2.0,-7.301,1.0,0.0306,0.0467,0.0,0.207,0.279,144.972
Christian & Gospel,0p6l8CPAZZ0yVEk1bORpeI,Fall On You,0.599,0.351,6.0,-10.445,1.0,0.0351,0.381,5.79e-05,0.108,0.333,132.021
Christian & Gospel,4sFAH2K79ZmGGFWo1uzJks,La Sangre (Himno),0.286,0.404,8.0,-6.359,1.0,0.0305,0.802,0.0,0.115,0.264,112.736
Christian & Gospel,1lVEmf7WKmN1YnhppRRTCb,Eternidad,0.467,0.62,0.0,-5.858,1.0,0.0311,0.19,0.0,0.0902,0.308,139.648
Christian & Gospel,45KWondblrT7ERIR2q3wiO,Jehová Jireh,0.463,0.684,7.0,-5.761,1.0,0.0391,0.0387,0.0,0.145,0.342,133.995
