id,name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genres
4tw2afU1W4m0hgaL7XySKO,PECADO,0.683,0.656,0.542,0.00117,1,0.119,-6.616,0,0.244,172.005,0.631,"['trap latino', 'urbano latino']"
30W8VKHrAZmHzObnwAoc1u,TUS LÁGRIMAS,0.181,0.683,0.714,1e-06,1,0.111,-4.898,1,0.252,173.963,0.448,"['trap latino', 'urbano latino', 'panamanian pop', 'reggaeton', 'trap latino', 'urbano latino']"
5CVMsPYtSJ3l7UxYiI2lt7,ESCALOFRÍOS,0.592,0.536,0.599,0.0,5,0.124,-6.046,0,0.146,93.625,0.558,"['trap latino', 'urbano latino']"
25EpqnbVRzegM4RxXlHhDW,TU AMIGO,0.34,0.74,0.678,0.0,7,0.132,-4.116,1,0.102,179.988,0.536,"['trap latino', 'urbano latino', 'reggaeton', 'urbano latino']"
3dtHqxH2KcugvluPWSyG7m,OJOS COLORAU,0.484,0.533,0.694,0.0,8,0.119,-2.809,0,0.322,88.653,0.552,"['trap latino', 'urbano latino']"
0qPbQWcqNDVrReSSvMoJxk,"C.R.O: Bzrp Music Sessions, Vol. 29",0.639,0.778,0.734,0.00132,6,0.117,-5.346,1,0.0622,82.047,0.622,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino', 'trap argentino', 'trap triste']"
0mNeYPJ73C5d4vLG8X2gp2,En Bajita,0.715,0.615,0.597,0.0,1,0.0761,-9.479,0,0.199,171.98,0.479,"['reggaeton flow', 'trap latino', 'urbano latino', 'trap latino', 'urbano latino']"
27gItFPvVMtaKsVyt0wHzf,Primer Dia de Clases,0.248,0.629,0.482,0.0,10,0.0901,-7.954,0,0.118,84.609,0.312,"['trap latino', 'urbano latino']"
4d4ZXH4dr5bYfgErHiZCX2,Dos Mil 16,0.123,0.817,0.67,1.92e-06,1,0.128,-6.534,1,0.0506,130.058,0.495,"['reggaeton', 'trap latino', 'urbano latino']"
5Eax0qFko2dh7Rl2lYs3bx,Efecto,0.141,0.801,0.475,1.73e-05,7,0.0639,-8.797,0,0.0516,98.047,0.234,"['reggaeton', 'trap latino', 'urbano latino']"
4tYFy8ALRjIZvnvSLw5lxN,Party,0.0151,0.829,0.799,0.000543,9,0.242,-5.389,1,0.0897,97.013,0.471,"['reggaeton', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
1dm6z1fWB0cErMszU25dy2,Después de la Playa,0.356,0.564,0.903,0.0,5,0.175,-3.221,1,0.307,78.293,0.607,"['reggaeton', 'trap latino', 'urbano latino']"
0wihfILRNOwE2156Shezc8,Agosto,0.0929,0.849,0.584,6.18e-06,1,0.492,-8.195,0,0.115,115.018,0.724,"['reggaeton', 'trap latino', 'urbano latino']"
4RtPruLRZbyirtJGqYHPQm,Antes de Perderte,0.487,0.812,0.925,0.0,5,0.115,-3.092,0,0.113,110.031,0.614,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']"
3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,0.08,0.647,0.686,1.34e-06,3,0.528,-5.745,0,0.0413,79.928,0.268,"['reggaeton', 'trap latino', 'urbano latino', 'cumbia', 'latin alternative', 'latin rock', 'pop electronico', 'tropical alternativo']"
5EWQWiQS2eseBWfgesPEh2,Hey Chanty,0.302,0.761,0.55,1.08e-05,1,0.128,-6.847,1,0.279,101.032,0.603,"['rap dominicano', 'reggaeton', 'trap latino', 'urbano latino']"
02mhtclidb7Jpf1gwEasJh,Barranquilla Bajo Cero,0.0656,0.838,0.722,0.0,9,0.0712,-6.245,1,0.234,80.987,0.749,"['reggaeton colombiano', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino', 'colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
5kqNIqFjijuzvVLhuY9B8j,La Zona,0.2,0.762,0.801,7.04e-05,1,0.254,-3.661,0,0.0409,93.992,0.81,"['reggaeton', 'trap latino', 'urbano latino']"
5J7teKIJGtqVypgYI6sqXj,Una Vez,0.132,0.55,0.598,2.58e-06,11,0.0955,-5.402,0,0.0831,83.836,0.543,"['reggaeton', 'trap latino', 'urbano latino', 'trap latino', 'urbano latino']"
69ZaPBHhRMRDjRpW1ivnOU,Como Antes,0.668,0.767,0.379,0.000145,0,0.217,-10.348,1,0.0385,103.956,0.252,"['reggaeton', 'trap latino', 'urbano latino']"
31i56LZnwE6uSu3exoHjtB,Neverita,0.0706,0.876,0.498,0.0,10,0.143,-7.511,1,0.0478,122.016,0.428,"['reggaeton', 'trap latino', 'urbano latino']"
6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,0.0901,0.911,0.712,2.68e-05,1,0.0933,-5.105,0,0.0817,92.005,0.425,"['reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
2uflssWlCaJ6CbTMOsUpNI,Aguacero,0.423,0.861,0.645,0.000592,6,0.349,-6.96,0,0.0743,121.391,0.668,"['reggaeton', 'trap latino', 'urbano latino']"
5kVZxyMY1gfdCLiChsfjn1,Yo No Soy Celoso,0.275,0.872,0.588,0.0,0,0.17,-6.276,1,0.0492,142.004,0.93,"['reggaeton', 'trap latino', 'urbano latino']"
6Xom58OOXk2SoU711L2IXO,Moscow Mule,0.294,0.804,0.674,1.18e-06,5,0.115,-5.453,0,0.0333,99.968,0.292,"['reggaeton', 'trap latino', 'urbano latino']"
5CzixCxDkRXX9mScCmah8O,Un Ratito,0.305,0.787,0.546,4.55e-05,0,0.122,-7.094,0,0.0532,93.05,0.222,"['reggaeton', 'trap latino', 'urbano latino']"
6VrQTLzzuyGIYjUDe4kAZk,Un Coco,0.207,0.839,0.69,8.33e-06,11,0.176,-4.464,1,0.0615,151.991,0.744,"['reggaeton', 'trap latino', 'urbano latino']"
28GCbKgjlVD9eDmasGbe0T,Me Fui de Vacaciones,0.229,0.714,0.645,0.00083,10,0.0942,-5.493,1,0.0514,85.046,0.434,"['reggaeton', 'trap latino', 'urbano latino']"
2NMjggapJcXXM7WccGEBUO,Enséñame a Bailar,0.191,0.81,0.789,1.08e-05,8,0.467,-5.08,1,0.0846,105.009,0.77,"['reggaeton', 'trap latino', 'urbano latino']"
4LENiietOgaWSMqRpmZdgD,Pégate - Remix,0.0208,0.695,0.624,0.0,0,0.057,-4.364,1,0.205,186.13,0.446,"['trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
3fEUTIXek0kTmpnGAWNWxX,X2 - Remix,0.102,0.755,0.765,3.2e-06,10,0.155,-2.883,0,0.0476,91.978,0.177,"['reggaeton', 'urbano latino', 'rap latina', 'trap latino', 'urbano latino']"
1zOAoSlW2YVKSiKfLo10jE,Estás Con El,0.387,0.772,0.58,0.0,11,0.0483,-8.329,1,0.422,127.822,0.899,"['rap canario', 'trap latino', 'urbano latino', 'rap canario']"
5NOHsDSfLIH45y3i9PfRyh,Fantasmita - Remix,0.246,0.707,0.87,1.97e-06,7,0.0664,-2.958,1,0.103,173.938,0.801,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
7fRtruULHGuwC0wNRx1HSa,Flow 2000 - Remix,0.076,0.788,0.775,0.0,6,0.123,-3.554,0,0.093,95.104,0.454,"['neoperreo', 'rap catala', 'rap latina', 'trap catala', 'urbano espanol', 'drill espanol']"
5G6AOw6uR9i8vN2luzCeCU,Nuevo,0.0352,0.551,0.596,0.0,7,0.0899,-6.288,1,0.259,185.425,0.385,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
0fLOPPoyIaPTe8dm2Mrft3,Tú No Lo Amas,0.703,0.739,0.733,0.0,1,0.117,-3.933,1,0.0818,128.271,0.389,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
1jsFnIYH6MnEjMyvJn7HF1,Espina,0.203,0.672,0.852,0.0,0,0.118,-3.998,1,0.0495,176.133,0.589,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
5x5kN5Qx1zptllSZV42jfh,Te Necesito,0.295,0.685,0.782,7.27e-05,2,0.117,-5.035,1,0.213,175.916,0.565,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
1AhNxunSSizAllibrQ7jhu,Ahora Y Siempre,0.716,0.659,0.629,0.0,4,0.422,-7.86,1,0.0825,118.964,0.416,"['rap canario', 'trap latino', 'urbano latino']"
62hGTFoJY9EEyqMqB7p6Kr,NANA,0.0123,0.839,0.459,0.00421,11,0.107,-9.536,0,0.0801,128.024,0.356,"['rap canario', 'trap latino', 'urbano latino']"
68UxtmtQa5wiUa0sbpPvgd,Te Conoci Perriando,0.566,0.478,0.701,0.0,11,0.156,-5.009,0,0.232,87.105,0.255,"['trap latino', 'urbano latino']"
0Bv7O6fmZk3GrNQFYJaXPn,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",0.438,0.672,0.745,9.29e-06,5,0.0699,-5.269,0,0.3,173.974,0.739,"['rap canario', 'rap canario', 'trap latino', 'urbano latino', 'urbano espanol', 'rap canario', 'spanish hip hop', 'urbano espanol', 'rap canario', 'spanish hip hop', 'urbano espanol']"
4u7PS4qpZX3sRoJfTU3pJp,Safe With Me,0.355,0.826,0.57,0.0,6,0.169,-6.598,1,0.179,97.969,0.278,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'melodic rap', 'rap conscient']"
2HFrlVZI1PHNwfNiIC8mkb,Está Dañada - Remix,0.571,0.573,0.496,0.0,1,0.176,-5.44,0,0.0322,79.947,0.299,"['sad sierreno', 'reggaeton', 'trap latino', 'urbano latino']"
5bQLsyTrUaMQRfr6whwGe5,Aquel Nap ZzZz,0.62,0.457,0.495,0.000228,4,0.109,-6.044,1,0.0797,79.513,0.311,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
